id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,quality_grade,image_url,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,scientific_name,common_name
69473598,316a73b5-e4e6-4fb6-9fa1-bd3c1d04627c,2021/02/12 8:32 AM EST,2021-02-12,2021-02-12 13:32:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/112732486/medium.jpeg,"1289 Campbell St, Port Charlotte, FL 33953, USA",27.010583,-82.255059,209,,,,209,Turdus migratorius,American Robin
69534763,36381e72-5ec4-4c6e-bf5c-866679097fa4,2021/02/13 9:01 AM EST,2021-02-13,2021-02-13 14:01:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/112845666/medium.jpeg,"Port St. Lucie, FL, USA",27.2908566667,-80.3957283333,,,,,,Turdus migratorius,American Robin
69584724,7bff0756-c752-448b-81e1-2a8f117e4fce,2021-02-14,2021-02-14,,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/112939025/medium.jpeg,"Middle Merritt Island, FL",28.322722,-80.683255,,,,,,Turdus migratorius,American Robin
69592490,1066c80e-dfbb-40a9-8f8b-02e02e0a9497,2021/02/14 5:36 AM EST,2021-02-14,2021-02-14 10:36:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/112952711/medium.jpg,"Orange County, FL, USA",28.5629901435,-80.9948537707,15,,,,15,Turdus migratorius,American Robin
69595413,63f6ab62-3558-4be0-9ada-70fb6b88b102,2021/02/01 12:03 PM EST,2021-02-01,2021-02-01 17:03:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/112958092/medium.jpeg,"1420 Tennessee Ave, Monticello, FL 32344, USA",30.5577375,-83.8669129,190,,,,190,Turdus migratorius,American Robin
69624325,509ba8ce-290b-447c-8c86-bf629e715ded,2021/02/08 11:03 AM EST,2021-02-08,2021-02-08 16:03:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113011510/medium.jpg,"New Smyrna Beach, FL, USA",29.068292855,-80.9164149683,,,,,,Turdus migratorius,American Robin
69625689,fd7f209b-09a2-44c3-b8f9-cc8866735236,2021/02/15 10:00 AM EST,2021-02-15,2021-02-15 15:00:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113014047/medium.jpeg,"5620 W Cypress St, Tampa, FL 33607, USA",27.9505768,-82.5439009,199,,,,199,Turdus migratorius,American Robin
69650867,1de98c0e-484f-4625-a998-a2e270fc4c43,Mon Feb 15 2021 12:32:35 GMT-0500 (EST),2021-02-15,2021-02-15 17:32:35 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113061507/medium.jpg,"Third St S, Jacksonville Beach, FL, US",30.26858833,-81.38887,12,,,,12,Turdus migratorius,American Robin
69670814,3389b8ff-b0d4-4c28-99e0-d44c109d6141,2021-02-16 9:15:32 AM EST,2021-02-16,2021-02-16 14:15:32 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/113901939/medium.jpeg,"Florida, US",29.7983988394,-82.448856241,396,,,,29458,Turdus migratorius,American Robin
69689491,7bfa4768-74c5-4e88-866a-f495f1f8d447,2021/02/16 10:02 PM UTC,2021-02-16,2021-02-16 22:02:00 UTC,UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/113132653/medium.jpg,"Florida, US",28.0115898874,-82.210908999,200,,,,29656,Turdus migratorius,American Robin
69732371,f260094b-74f4-40bf-a023-69465188a4de,Wed Feb 17 2021 14:57:48 GMT-0500 (EST),2021-02-17,2021-02-17 19:57:48 UTC,America/New_York,research,https://inaturalist-open-data.s3.amazonaws.com/photos/113214918/medium.jpeg,"Florida, US",27.9727294927,-82.7589274223,15,,,,29680,Turdus migratorius,American Robin
69737644,52fb3d65-f160-4c51-9a61-0676e64eb8f8,2021-02-17 3:47:06 PM CST,2021-02-17,2021-02-17 21:47:06 UTC,Central Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113226704/medium.jpeg,"Ponce De Leon, FL 32455, USA",30.71330827,-85.9246670455,1257,,,,1257,Turdus migratorius,American Robin
69791896,0e4f98a6-aa13-4f92-b11e-a13d193ae2b3,2021/02/13 9:25 AM EST,2021-02-13,2021-02-13 14:25:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113330377/medium.jpeg,"10525 Clapp Simms Duda Rd, Orlando, FL 32832, USA",28.3572107033,-81.2082788403,662,,,,662,Turdus migratorius,American Robin
69793875,dbf9f678-5b12-4dde-afc8-d676d2de6ff3,2021/02/18 2:56 PM EST,2021-02-18,2021-02-18 19:56:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113334244/medium.jpeg,"Clay County, FL, USA",29.8260805556,-81.9515388889,,,,,,Turdus migratorius,American Robin
69878975,4e33a3a7-af65-4b83-b8cf-6263a30e2331,2021/02/20 9:07 AM EST,2021-02-20,2021-02-20 14:07:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113492308/medium.jpg,Watermelon Pond WEA,29.5668272417,-82.6202621551,2005,,,,2005,Turdus migratorius,American Robin
69885351,27e0b7cf-015d-465d-967b-050d11ecf0c1,Sat Feb 20 2021 17:15:54 GMT-0500 (EST),2021-02-20,2021-02-20 22:15:54 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/113504291/medium.jpg,"Tomoka State Park, Ormond Beach, FL, US",29.3436256468,-81.0835970766,316,,,,316,Turdus migratorius,American Robin
69987715,0e9c8d95-6d70-403a-9654-73f60d58a553,Fri Feb 19 2021 16:29:54 GMT-0500 (EST),2021-02-19,2021-02-20 02:29:54 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113690957/medium.jpg,"Florida, US",27.3511988566,-82.4510703027,3,,,,29751,Turdus migratorius,American Robin
70018260,e85e7b92-ca11-45d3-9d8b-08cb6571df11,Sun Feb 21 2021 14:29:47 GMT-0600 (CST),2021-02-21,2021-02-21 20:29:47 UTC,Central Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/113746359/medium.jpg,"Florida, US",30.3982796338,-85.7127385236,26,,,,29382,Turdus migratorius,American Robin
70088418,aa739d12-07e7-4ac6-80b3-6ba7414e19d8,Wed Feb 24 2021 09:32:28 GMT-0500 (EST),2021-02-24,2021-02-24 14:32:28 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/113876243/medium.jpg,"Parson Brown Way, Longwood, FL, US",28.7036216667,-81.3542466667,18,,,,18,Turdus migratorius,American Robin
70122761,1b7ea69c-1cd7-4d63-b421-bc7ea5eea9f6,2021/02/24 6:26 PM UTC,2021-02-24,2021-02-24 18:26:00 UTC,UTC,research,https://static.inaturalist.org/photos/113936223/medium.jpeg,"1513 Sand Rd, Tallahassee, FL 32310, USA",30.4270102,-84.3645967,193,,,,193,Turdus migratorius,American Robin
70123435,2cde07a8-817a-491a-bbcb-303c910740e1,Fri Feb 05 2021 09:57:22 GMT-0500 (EST),2021-02-05,2021-02-05 14:57:22 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/113937567/medium.jpg,"Mexia Ave, Tallahassee, FL, US",30.4597383333,-84.3288116667,4,,,,4,Turdus migratorius,American Robin
70163295,d6d31867-5b44-494b-ab21-de7794fc4047,Thu Feb 25 2021 16:28:14 GMT-0500 (EST),2021-02-25,2021-02-25 21:28:14 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114008328/medium.jpg,"Sixth St NE, Naples, FL, US",26.2388234045,-81.5980286656,2411338,,,,2411338,Turdus migratorius,American Robin
70199545,b74b2d97-8f32-4380-9fa2-aeea295c1c07,Fri Feb 26 2021 09:17:34 GMT-0500 (EST),2021-02-26,2021-02-26 14:17:34 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114070031/medium.jpg,"Florida, US",29.6000433,-82.3217124492,4,,,,29458,Turdus migratorius,American Robin
70200602,8242d126-b226-4610-94ee-a6d63bc8f868,2021-02-25,2021-02-25,,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114072030/medium.jpeg,"Florida, US",26.46952,-81.187016,,,,,,Turdus migratorius,American Robin
70228649,d559b607-aada-4536-b770-ad56ca639a15,Fri Feb 26 2021 20:52:08 GMT-0500 (EST),2021-02-26,2021-02-27 01:52:08 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114123888/medium.jpg,"Jefferson Ave, Dunedin, FL, US",28.0388225584,-82.7814439826,2231,,,,2231,Turdus migratorius,American Robin
70354562,ef08725b-e4c6-4361-bc7d-4acd6d101d1b,2021-02-28 3:38:07 PM EST,2021-02-28,2021-02-28 20:38:07 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114355400/medium.jpeg,"Groves, Land O' Lakes, FL 34637, USA",28.2730235455,-82.4744832516,200,,,,200,Turdus migratorius,American Robin
70393187,44e3aca4-3a98-4ec7-80c0-1b6854f0ccdd,2021/02/27 11:36 AM EST,2021-02-27,2021-02-27 16:36:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114426855/medium.jpeg,"Marion County, FL, USA",29.2724598083,-82.0483470889,1263,,,,1263,Turdus migratorius,American Robin
70456959,aceb0c19-1979-4651-8a93-6582259ac43c,Tue Mar 02 2021 13:25:24 GMT-0500 (EST),2021-03-02,2021-03-02 18:25:24 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/114547059/medium.jpg,"67 Woodlawn Dr, Palm Coast, FL, US",29.5424775174,-81.2631270849,10,,,,10,Turdus migratorius,American Robin
70480267,2a4179c6-7018-4902-a735-823e5b7dc294,2021/03/01 6:05 AM UTC,2021-03-01,2021-03-01 06:05:00 UTC,UTC,research,https://static.inaturalist.org/photos/114587947/medium.jpeg,Seven Wetlands ,27.9130026475,-81.9594810535,913,,,,913,Turdus migratorius,American Robin
70522100,2cd646e6-8e57-40c1-874d-866df9396968,Wed Mar 03 2021 15:27:00 GMT-0600 (CST),2021-03-03,2021-03-03 21:27:00 UTC,Central Time (US & Canada),research,https://static.inaturalist.org/photos/114663782/medium.jpg,"Alekai Dr, Pensacola, FL, US",30.4437344865,-87.3270500522,111,,,,111,Turdus migratorius,American Robin
70552052,e4857420-28c3-4594-8dcc-ec4b480c7162,Thu Mar 04 2021 01:13:18 GMT-0600 (CST),2021-03-04,2021-03-04 01:13:18 UTC,UTC,research,https://static.inaturalist.org/photos/114718782/medium.jpg,"US-331 S, Santa Rosa Beach, FL, US",30.3811946323,-86.1822750956,6358,,,,6358,Turdus migratorius,American Robin
70562765,7649c88f-e1e5-4a00-92f4-205984f8866b,Thu Mar 04 2021 12:01:01 GMT-0500 (EST),2021-03-04,2021-03-04 17:01:01 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/114737913/medium.jpg,"O Bar Rd, Sarasota, FL, US",27.282055,-82.3196333333,4,,,,4,Turdus migratorius,American Robin
70668640,c5e7ce20-1eef-4832-b7be-f25d14f00970,Sat Mar 06 2021 10:33:22 GMT-0500 (EST),2021-03-06,2021-03-06 15:33:22 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/115053400/medium.jpg,"Hamilton Rd, Bradenton, FL, US",27.4672407227,-82.6336591628,65,,,,65,Turdus migratorius,American Robin
70719985,863eb07a-b400-4e72-aa31-87639a932b60,Fri Feb 19 2021 13:16:21 GMT-0500 (EST),2021-02-19,2021-02-19 18:16:21 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/115019649/medium.jpg,"NW 30th Pl, Newberry, FL, US",29.6822420134,-82.6054013708,25,,,,25,Turdus migratorius,American Robin
70812196,9349f5c6-a55f-48da-b515-cd78d1f9625f,2021/03/07 8:38 AM EST,2021-03-07,2021-03-07 13:38:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/115187115/medium.jpeg,"The Villages, FL, USA",28.935335074,-82.0061262035,623,,,,623,Turdus migratorius,American Robin
70857006,3274b3f3-808e-462a-9f30-cdb94b07653a,Mon Mar 08 2021 09:46:08 GMT-0600 (CST),2021-03-08,2021-03-08 09:46:08 UTC,UTC,research,https://inaturalist-open-data.s3.amazonaws.com/photos/115268341/medium.jpg,"I-10 E, Cantonment, FL, US",30.5683533333,-87.397195,5,,,,5,Turdus migratorius,American Robin
70957225,81ec8249-6ebf-4299-a1b4-ebd1b8b4bf8c,Wed Mar 10 2021 11:15:52 GMT-0500 (EST),2021-03-10,2021-03-10 16:15:52 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/115445244/medium.jpg,"Hogtown Creek Headwaters, Gainesville, FL, US",29.6965833333,-82.34237,13,,,,13,Turdus migratorius,American Robin
70964822,5966ac73-0192-40b4-afe3-65b27f963b81,Tue Mar 09 2021 23:56:00 GMT-0500 (EST),2021-03-09,2021-03-10 04:56:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/115458240/medium.jpg,"Tallahassee, FL, US",30.3745185299,-84.2638831817,55335,,,,55335,Turdus migratorius,American Robin
71070338,cc2cd8cc-c96b-4c40-9f3b-48145c48ff1f,Wed Feb 24 2021 18:50:53 GMT-0500 (EST),2021-02-24,2021-02-24 23:50:53 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/115649437/medium.jpg,"Florida State Parks, Gainesville, FL, US",29.6080637846,-82.3020556511,654,,,,654,Turdus migratorius,American Robin
71177620,6c5ae898-1b8c-40d7-ba86-7581d75abcfc,2021-03-13 5:23:17 PM EST,2021-03-13,2021-03-13 22:23:17 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/115843389/medium.jpeg,"Florida, US",28.5860714791,-81.3991396929,199,,,,29607,Turdus migratorius,American Robin
71237306,89b0b2a7-7574-47e9-afe8-d1514b78dfde,2021/03/07 2:44 PM EST,2021-03-07,2021-03-07 19:44:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/115946521/medium.jpeg,"Alachua County, FL, USA",29.5649433333,-82.3193066667,,,,,,Turdus migratorius,American Robin
71312373,ad2f3e1a-8b08-4d71-9ebf-aa52f2639d90,Sun Feb 28 2021 14:58:00 GMT-0500 (EST),2021-02-28,2021-02-28 19:58:00 UTC,America/New_York,research,https://inaturalist-open-data.s3.amazonaws.com/photos/116085963/medium.jpg,"Middleburg, FL, US",30.0700695,-81.8388533333,5,,,,5,Turdus migratorius,American Robin
71326241,c2cf43a2-9fe0-4f5f-81b0-53a355f26342,2021-03-15,2021-03-15,,Edinburgh,research,https://inaturalist-open-data.s3.amazonaws.com/photos/116110160/medium.jpeg,"Florida, US",27.742219,-81.615864,,,,,,Turdus migratorius,American Robin
72136375,7eceabf7-160e-470a-a84f-431399fec1f9,2021/01/10 2:10 AM EST,2021-01-10,2021-01-10 07:10:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/117562079/medium.jpg,"Palm Coast, FL, USA",29.5848153828,-81.1953137318,3542,,,,3542,Turdus migratorius,American Robin
72551380,f87b7bb8-100d-4891-8343-ff4f8ce0979b,Sat Jan 16 2021 11:37:42 GMT-0500 (EST),2021-01-16,2021-01-16 16:37:42 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/118306734/medium.jpg,"18th St E, Bradenton, FL, US",27.4989166667,-82.5434116667,41,,,,41,Turdus migratorius,American Robin
76591220,de070452-d192-4d9d-966f-6ba8059f9572,2021/02/24 7:44 AM EST,2021-02-24,2021-02-24 12:44:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/125274710/medium.jpg,"Gainesville, FL, USA",29.7043156987,-82.3865821956,184,,,,184,Turdus migratorius,American Robin
78791426,59fc3b2d-35fe-40a3-bb55-f1473ab109ba,2020/02/05 4:24 PM EST,2020-02-05,2020-02-05 21:24:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/128988688/medium.jpeg,"Black Point Wildlife Drive, Merritt Island National Wildlife Refuge, Brevard, Florida, United States",28.6814183333,-80.7571266667,,,,,,Turdus migratorius,American Robin
79153416,101ce14c-08e1-4759-b7ee-a1758b92d7fa,2021/05/16 7:50 PM UTC,2021-05-16,2021-05-16 19:50:00 UTC,UTC,research,https://static.inaturalist.org/photos/129618361/medium.jpeg,"Treasure Island, FL, USA",27.7691937,-82.7689906,3363,,,,3363,Sturnus vulgaris,European Starling
79527669,82d76f4a-3ba0-4fb0-b97a-8d9b24c62022,2021/05/19 10:29 PM UTC,2021-05-19,2021-05-19 22:29:00 UTC,UTC,research,https://static.inaturalist.org/photos/130266333/medium.jpg,"Treasure Island, FL, USA",27.7691937,-82.7689906,3363,,,,3363,Lanius ludovicianus,Loggerhead Shrike
81220451,e25f1372-019d-4a01-a8f5-d0efd4146fe9,2021/01/25 4:40 PM EST,2021-01-25,2021-01-25 21:40:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/133196387/medium.jpeg,"2260 Whispering Maple Dr, Orlando, FL 32837, USA",28.3931932,-81.4147843,209,,,,209,Turdus migratorius,American Robin
90046182,a305f6e3-e112-4937-a1a0-028af0dc96b9,2020/12/08 12:46 AM EST,2020-12-08,2020-12-08 05:46:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/148766596/medium.jpeg,"7533 Symmes Rd, Gibsonton, FL 33534, USA",27.8347791,-82.3705945,216,,,,216,Turdus migratorius,American Robin
93311808,52b33736-5d60-4acd-a132-239316f8b918,2021/01/30 9:19 AM EST,2021-01-30,2021-01-30 14:19:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/154633860/medium.jpg,"11835 Seminole Pratt Whitney Rd, West Palm Beach, FL 33412, USA",26.8817722,-80.4093831,200,,,,200,Turdus migratorius,American Robin
93962385,690163dd-d0fc-415e-9a2e-eac011a2894c,Mon Mar 02 2020 13:39:18 GMT-0500 (EST),2020-03-02,2020-03-02 18:39:18 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/155806937/medium.jpg,"26th Ave N, Saint Petersburg, FL, US",27.796245,-82.746025,5,,,,5,Quiscalus major,Boat-tailed Grackle
94953666,31c12acd-6606-4f99-b389-b0c5072a9e49,2018/02/10 8:45 AM HST,2018-02-10,2018-02-10 18:45:00 UTC,Hawaii,research,https://static.inaturalist.org/photos/157573122/medium.jpg,"Seminole County, FL, USA",28.6711733333,-81.064275,,,,,,Turdus migratorius,American Robin
95033222,0400abb3-5809-459a-b917-2fee1df5075d,Thu Sep 16 2021 10:10:44 GMT-0400 (EDT),2021-09-16,2021-09-16 14:10:44 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/157720618/medium.jpg,"Dixie Dr, Tallahassee, FL, US",30.4430995114,-84.3293360266,65,,,,65,Turdus migratorius,American Robin
98889181,045a246d-2b9e-4a88-8188-f6ed8ba1e4d1,2020/01/03 8:55 AM EST,2020-01-03,2020-01-03 13:55:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/164742601/medium.jpg,"Yucca Pens (107), Cape Coral, Florida",26.7689646185,-82.0327144806,15,,,,15,Turdus migratorius,American Robin
98997572,6f5e8a6f-03b8-4859-93f6-4caf832daddb,2020/11/28 07:41,2020-11-28,2020-11-28 12:41:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/164943204/medium.jpg,"Florida, Wakulla, Crawfordville, Magnuson Inn",30.129641897,-84.3600565411,111,,,,111,Turdus migratorius,American Robin
101515736,ffd1212d-8fb7-4692-85dc-4b2c7c4e295d,2021/03/24 4:21 PM EDT,2021-03-24,2021-03-24 20:21:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/169552493/medium.jpeg,"Roseland, FL 32958, USA",27.8377254189,-80.4856995286,5,,,,5,Turdus migratorius,American Robin
102328197,0d43ebc7-7789-498c-b273-e7ecdf722e4b,2021/01/03 10:45 AM EST,2021-01-03,2021-01-03 15:45:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/171027679/medium.jpeg,"Citrus County, FL, USA",28.8992683333,-82.6373133333,,,,,,Turdus migratorius,American Robin
102448258,c4a54610-f20c-4cbe-bbb7-6f7cb142b802,2021/02/24 2:50p M EST,2021-02-24,2021-02-24 19:50:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/171256294/medium.jpeg,"Collier County, FL, USA",26.187174852,-81.3494682312,244,,,,244,Turdus migratorius,American Robin
103350725,2035c07e-c4a3-4528-8d53-113872e10930,2021/02/20 2:29 PM UTC,2021-02-20,2021-02-20 14:29:00 UTC,UTC,research,https://static.inaturalist.org/photos/172948988/medium.jpg,13907 Spanish Point Dr,30.362617,-81.478466,200,,,,200,Turdus migratorius,American Robin
103466380,aa458c78-f132-4835-8ac8-f7a7bf427af1,2021/12/21 9:58 AM EST,2021-12-21,2021-12-21 14:58:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/173172936/medium.jpg,"Weeki Wachee, FL, USA",28.5155513,-82.5728769,1121,,,,1121,Turdus migratorius,American Robin
103961477,33cbfcdd-2642-4071-9825-92671491226f,2021/12/26 8:45 AM EST,2021-12-26,2021-12-26 13:45:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/174125843/medium.jpg,"Orange County, FL, USA",28.6026516667,-81.18937,,,,,,Turdus migratorius,American Robin
104030171,d9cd32f2-5c63-4fa9-a540-3c9cba984e60,Fri Dec 31 2021 09:11:03 GMT-0500 (EST),2021-12-31,2021-12-31 14:11:03 UTC,Eastern Time (US & Canada),casual,,"Naples, FL, US",26.3744256827,-81.607119686,17,,,,17,Turdus migratorius,American Robin
104427620,de4b0a1b-3f34-4ff3-9996-84a77c64946a,Wed Jan 05 2022 16:46:12 GMT-0500 (EST),2022-01-05,2022-01-05 21:46:12 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/174976895/medium.jpg,"Ivanhoe Rd, Tallahassee, FL, US",30.4806066712,-84.2653403363,5,,,,5,Turdus migratorius,American Robin
104487805,cd2f8e86-1c0c-4bad-a0ec-9af8ce26bd1d,2022/01/06 11:04 AM HST,2022-01-06,2022-01-06 21:04:00 UTC,Hawaii,research,https://inaturalist-open-data.s3.amazonaws.com/photos/175088637/medium.jpg,"Alachua County, FL, USA",29.6178253215,-82.4180986644,185,,,,185,Turdus migratorius,American Robin
104707280,b4ecf5a4-45c7-4b02-861c-7a6be191be18,2022/01/09 1:25 PM EST,2022-01-09,2022-01-09 18:25:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/175509071/medium.jpeg,"Pine Meadows, Tallahassee, FL 32311, USA",30.4155157275,-84.1399668568,725,,,,725,Turdus migratorius,American Robin
105186897,feb60d12-3074-4c1a-876e-7aef0f1dae43,2022/01/18 12:25 PM EST,2022-01-18,2022-01-18 17:25:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/176431130/medium.jpeg,"Liberty County, FL, USA",30.4565694444,-84.9751083333,,,,,,Turdus migratorius,American Robin
105197080,05cba233-89da-47e9-bf2d-5f2f4fc1e840,Mon Jan 17 2022 13:38:36 GMT-0500 (EST),2022-01-17,2022-01-17 18:38:36 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/176451148/medium.jpg,"Myakka River State Park, Sarasota, FL, US",27.242357902,-82.2971422964,32,,,,32,Turdus migratorius,American Robin
105208398,37bb8089-b46e-4a92-b9a6-bb304f150698,Tue Jan 18 2022 14:34:33 GMT-0500 (EST),2022-01-18,2022-01-18 19:34:33 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/176472697/medium.jpg,"Edward Ball Wakulla Springs State Park, Crawfordville, FL, US",30.2317821942,-84.2933570686,3150,,,,3150,Turdus migratorius,American Robin
105379598,6c961a96-ec18-4f71-9b35-04f84cf308dd,2022-01-22 14:19:05,2022-01-22,2022-01-22 19:19:05 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/176799494/medium.jpeg,"Deerwood, Jacksonville, FL 32256, USA",30.2405378997,-81.5186338,,,,,,Turdus migratorius,American Robin
105478864,36b7d1df-9441-40ea-9ba0-175af0c552ca,2022/01/23 5:55 PM EST,2022-01-23,2022-01-23 22:55:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/176987511/medium.jpeg,"Wekiwa Springs State Park, Orange County, FL, USA",28.725621323,-81.4772302278,15,,,,15,Turdus migratorius,American Robin
105515614,be7969d6-d5c3-4d19-be0f-4f4e201c238c,2022/01/24 9:42 AM -0500,2022-01-24,2022-01-24 14:42:00 UTC,Quito,research,https://inaturalist-open-data.s3.amazonaws.com/photos/177055318/medium.jpg,"Alachua County, FL, USA",29.5522,-82.2816516667,,,,,,Turdus migratorius,American Robin
105610447,6d844be4-d27f-4b7a-9aae-a5c2c444701d,2022/01/23 3:53 PM EST,2022-01-23,2022-01-23 20:53:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/177236447/medium.jpeg,"Orange County, FL, USA",28.5270617596,-81.0800365013,310,,,,310,Turdus migratorius,American Robin
105781224,790217ee-d81b-4d4d-99b3-8f25b659d38f,Fri Jan 28 2022 13:43:10 GMT-0500 (EST),2022-01-28,2022-01-28 18:43:10 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/177565065/medium.jpg,"Ocala National Forest, Silver Springs, FL, US",29.1743266739,-81.860747963,25,,,,25,Turdus migratorius,American Robin
105810025,824f3f95-2b94-4996-8af5-a22729fec75e,2022/01/29 9:17 AM EST,2022-01-29,2022-01-29 14:17:00 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/177605691/medium.jpeg,"Marion County, FL, USA",29.2467164643,-81.6614302338,50,,,,50,Turdus migratorius,American Robin
105960836,7ef67177-f907-480a-a708-13de199e28d5,2022-02-01 07:37:41,2022-02-01,2022-02-01 12:37:41 UTC,Eastern Time (US & Canada),research,,"Brooksville, FL 34614, USA",28.6049128,-82.5488493,3099,,,,3099,Turdus migratorius,American Robin
106145193,6bdea2e2-0258-4614-8114-c20a435f6bfb,2022-02-04 17:19:29,2022-02-04,2022-02-04 22:19:29 UTC,Eastern Time (US & Canada),research,https://inaturalist-open-data.s3.amazonaws.com/photos/178257313/medium.jpeg,"Oviedo, FL 32765, USA",28.7107853596,-81.187867485,139,,,,139,Turdus migratorius,American Robin
106146747,e0caaa1c-180c-4325-94df-c80cb9578203,2022/01/04 8:27 AM EST,2022-01-04,2022-01-04 13:27:00 UTC,Eastern Time (US & Canada),research,https://static.inaturalist.org/photos/178260115/medium.jpg,"Indian River County, FL, USA",27.7766503623,-80.5693756557,977,,,,977,Turdus migratorius,American Robin
